vehicle_number,lap,timestamp,lap_time,cumulative_time,position,gap_to_leader,gap_to_ahead,gap_to_behind,gap_delta_ahead,gap_delta_behind,is_fighting,laps_remaining,race_progress,fuel_load_estimate,prev_lap_time,rolling_avg_3,lap_time_diff,air_temp,track_temp,humidity,pressure,wind_speed,is_under_yellow,top_speed,track,track_name,race_num,race_id
33,2,2025-03-29 21:08:30.721000+00:00,161.702,161.702,1,0.0,0.0,0.218,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,161.702,161.702,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
16,2,2025-03-29 21:08:30.939000+00:00,159.979,159.979,2,0.218,0.218,0.046,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,159.979,159.979,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,187.2,sonoma,Sonoma Raceway,1,sonoma_r1
26,2,2025-03-29 21:08:30.985000+00:00,159.446,159.446,3,0.264,0.046,0.024,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,159.446,159.446,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
2,2,2025-03-29 21:08:31.009000+00:00,158.596,158.596,4,0.288,0.024,0.336,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,158.596,158.596,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,184.3,sonoma,Sonoma Raceway,1,sonoma_r1
24,2,2025-03-29 21:08:31.345000+00:00,156.062,156.062,5,0.624,0.336,0.204,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,156.062,156.062,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
10,2,2025-03-29 21:08:31.549000+00:00,131.373,131.373,6,0.828,0.204,0.211,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,131.373,131.373,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
4,2,2025-03-29 21:08:31.760000+00:00,155.741,155.741,7,1.039,0.211,0.192,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,155.741,155.741,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
15,2,2025-03-29 21:08:31.952000+00:00,152.797,152.797,8,1.231,0.192,0.04,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,152.797,152.797,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,173.1,sonoma,Sonoma Raceway,1,sonoma_r1
51,2,2025-03-29 21:08:31.992000+00:00,151.812,151.812,9,1.271,0.04,0.212,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,151.812,151.812,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,178.2,sonoma,Sonoma Raceway,1,sonoma_r1
49,2,2025-03-29 21:08:32.204000+00:00,153.83,153.83,10,1.483,0.212,0.121,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,153.83,153.83,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
3,2,2025-03-29 21:08:32.325000+00:00,150.613,150.613,11,1.604,0.121,0.282,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,150.613,150.613,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,177.0,sonoma,Sonoma Raceway,1,sonoma_r1
3,2,2025-03-29 21:08:32.325000+00:00,150.613,150.613,11,1.604,0.121,0.282,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,150.613,150.613,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,179.1,sonoma,Sonoma Raceway,1,sonoma_r1
17,2,2025-03-29 21:08:32.607000+00:00,149.607,149.607,12,1.8860000000000001,0.282,0.119,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,149.607,149.607,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
38,2,2025-03-29 21:08:32.726000+00:00,148.192,148.192,13,2.005,0.119,0.079,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,148.192,148.192,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
29,2,2025-03-29 21:08:32.805000+00:00,150.33,150.33,14,2.084,0.079,0.082,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,150.33,150.33,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
37,2,2025-03-29 21:08:32.887000+00:00,149.107,149.107,15,2.166,0.082,0.441,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,149.107,149.107,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
32,2,2025-03-29 21:08:33.328000+00:00,148.012,148.012,16,2.607,0.441,0.282,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,148.012,148.012,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
35,2,2025-03-29 21:08:33.610000+00:00,144.612,144.612,17,2.8890000000000002,0.282,0.269,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,144.612,144.612,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
61,2,2025-03-29 21:08:33.879000+00:00,141.963,141.963,18,3.158,0.269,0.143,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,141.963,141.963,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
41,2,2025-03-29 21:08:34.022000+00:00,145.42,145.42,19,3.301,0.143,0.25,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,145.42,145.42,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,184.3,sonoma,Sonoma Raceway,1,sonoma_r1
50,2,2025-03-29 21:08:34.272000+00:00,141.68,141.68,20,3.551,0.25,0.092,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,141.68,141.68,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,177.0,sonoma,Sonoma Raceway,1,sonoma_r1
13,2,2025-03-29 21:08:34.364000+00:00,143.328,143.328,21,3.643,0.092,0.569,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,143.328,143.328,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,187.2,sonoma,Sonoma Raceway,1,sonoma_r1
62,2,2025-03-29 21:08:34.933000+00:00,136.24,136.24,22,4.212,0.569,60.0,0.0,0.0,True,16,0.1111111111111111,0.8888888888888888,136.24,136.24,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
28,2,2025-03-29 21:10:30.607000+00:00,118.277,118.277,23,119.886,115.674,4.717,0.0,0.0,False,16,0.1111111111111111,0.8888888888888888,118.277,118.277,0.0,16.003777777777778,31.15111111111111,47.56977777777777,1011.7866666666665,5.104,0,185.2,sonoma,Sonoma Raceway,1,sonoma_r1
