vehicle_number,lap,timestamp,lap_time,cumulative_time,position,gap_to_leader,gap_to_ahead,gap_to_behind,gap_delta_ahead,gap_delta_behind,is_fighting,laps_remaining,race_progress,fuel_load_estimate,prev_lap_time,rolling_avg_3,lap_time_diff,air_temp,track_temp,humidity,pressure,wind_speed,is_under_yellow,top_speed,track,track_name,race_num,race_id
36,2,2025-08-16 19:34:44.867000+00:00,229.097,229.097,1,0.0,0.0,0.955,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,229.097,229.097,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,0,198.2,road-america,Road America,1,road-america_r1
25,2,2025-08-16 19:34:45.822000+00:00,229.387,229.387,2,0.955,0.955,0.052,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,229.387,229.387,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,0,198.2,road-america,Road America,1,road-america_r1
10,2,2025-08-16 19:34:45.874000+00:00,229.022,229.022,3,1.007,0.052,0.887,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,229.022,229.022,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,0,198.2,road-america,Road America,1,road-america_r1
26,2,2025-08-16 19:34:46.761000+00:00,229.175,229.175,4,1.8940000000000001,0.887,1.025,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,229.175,229.175,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,0,198.2,road-america,Road America,1,road-america_r1
2,2,2025-08-16 19:34:47.786000+00:00,228.721,228.721,5,2.919,1.025,0.532,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,228.721,228.721,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,1,136.0,road-america,Road America,1,road-america_r1
6,2,2025-08-16 19:34:48.318000+00:00,228.723,228.723,6,3.451,0.532,0.969,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,228.723,228.723,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,0,198.2,road-america,Road America,1,road-america_r1
16,2,2025-08-16 19:34:49.287000+00:00,229.21,229.21,7,4.42,0.969,0.239,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,229.21,229.21,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,0,198.2,road-america,Road America,1,road-america_r1
51,2,2025-08-16 19:34:49.526000+00:00,228.976,228.976,8,4.659,0.239,1.047,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,228.976,228.976,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,1,150.0,road-america,Road America,1,road-america_r1
28,2,2025-08-16 19:34:50.573000+00:00,229.404,229.404,9,5.7059999999999995,1.047,0.707,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,229.404,229.404,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,0,198.2,road-america,Road America,1,road-america_r1
22,2,2025-08-16 19:34:51.280000+00:00,229.279,229.279,10,6.413,0.707,0.905,0.0,0.0,True,10,0.16666666666666666,0.8333333333333334,229.279,229.279,0.0,21.55441860465116,24.74418604651163,94.36418604651162,977.3581395348838,5.508837209302326,1,134.2,road-america,Road America,1,road-america_r1
